DocumentID,ProjectName,DocumentName,DocumentURI,ResolvedPath,Desc,Notes,Category,AddedOn
1195,IOMT Platform,General Meeting ,\5\General Meeting -2023-1-6-638086251098305688.rtf,D:\DBX\LocalDocFolder\5\General Meeting -2023-1-6-638086251098305688.rtf,,,Minutes,1/6/2023
1214,General,Java Developer (1).pdf,\1\Java Developer (1).pdf,D:\DBX\LocalDocFolder\1\Java Developer (1).pdf,Java Developer (1).pdf,Java Developer (1).pdf,TempFiles,13-01-2023
1215,General,Git-2.39.0.2-64-bit.exe,\1\Git-2.39.0.2-64-bit.exe,D:\DBX\LocalDocFolder\1\Git-2.39.0.2-64-bit.exe,Git-2.39.0.2-64-bit.exe,Git-2.39.0.2-64-bit.exe,TempFiles,14-01-2023
1219,General,Anshi A S_4Yrs_Java Er.pdf,\1\Anshi A S_4Yrs_Java Er.pdf,D:\DBX\LocalDocFolder\1\Anshi A S_4Yrs_Java Er.pdf,Anshi A S_4Yrs_Java Er.pdf,Anshi A S_4Yrs_Java Er.pdf,TempFiles,17-01-2023
1221,General,bp.drtrust.com.zip,\1\bp.drtrust.com.zip,D:\DBX\LocalDocFolder\1\bp.drtrust.com.zip,bp.drtrust.com.zip,bp.drtrust.com.zip,TempFiles,17-01-2023
1229,General,a0e3c0c1-55ad-419a-bc90-c3ae223262ae.jpeg,D:\Downloads\a0e3c0c1-55ad-419a-bc90-c3ae223262ae.jpeg,D:\Downloads\a0e3c0c1-55ad-419a-bc90-c3ae223262ae.jpeg,a0e3c0c1-55ad-419a-bc90-c3ae223262ae.jpeg,a0e3c0c1-55ad-419a-bc90-c3ae223262ae.jpeg,TempFiles,18-01-2023
1230,General,ocd1.bmp,D:\Downloads\ocd1.bmp,D:\Downloads\ocd1.bmp,ocd1.bmp,ocd1.bmp,TempFiles,18-01-2023
1231,General,ocd2.bmp,D:\Downloads\ocd2.bmp,D:\Downloads\ocd2.bmp,ocd2.bmp,ocd2.bmp,TempFiles,18-01-2023
1232,General,ocd3.bmp,D:\Downloads\ocd3.bmp,D:\Downloads\ocd3.bmp,ocd3.bmp,ocd3.bmp,TempFiles,18-01-2023
1238,General,bmjo.bmp,D:\Downloads\bmjo.bmp,D:\Downloads\bmjo.bmp,bmjo.bmp,bmjo.bmp,TempFiles,19-01-2023
1239,General,bmjo3.bmp,D:\Downloads\bmjo3.bmp,D:\Downloads\bmjo3.bmp,bmjo3.bmp,bmjo3.bmp,TempFiles,19-01-2023
1241,General,control system.txt,D:\Downloads\control system.txt,D:\Downloads\control system.txt,control system.txt,control system.txt,TempFiles,20-01-2023
1250,General,CurriculumVitaeBrasil.pdf,D:\Downloads\CurriculumVitaeBrasil.pdf,D:\Downloads\CurriculumVitaeBrasil.pdf,CurriculumVitaeBrasil.pdf,CurriculumVitaeBrasil.pdf,TempFiles,20-01-2023
1251,General,CurriculumVitaeBrasil (1).pdf,D:\Downloads\CurriculumVitaeBrasil (1).pdf,D:\Downloads\CurriculumVitaeBrasil (1).pdf,CurriculumVitaeBrasil (1).pdf,CurriculumVitaeBrasil (1).pdf,TempFiles,20-01-2023
1255,General,458-DQP-01-DESIGN QUALITY PLAN.doc,D:\Downloads\458-DQP-01-DESIGN QUALITY PLAN.doc,D:\Downloads\458-DQP-01-DESIGN QUALITY PLAN.doc,458-DQP-01-DESIGN QUALITY PLAN.doc,458-DQP-01-DESIGN QUALITY PLAN.doc,TempFiles,23-01-2023
1256,General,458-DQP-01-DESIGN QUALITY PLAN (1).doc,D:\Downloads\458-DQP-01-DESIGN QUALITY PLAN (1).doc,D:\Downloads\458-DQP-01-DESIGN QUALITY PLAN (1).doc,458-DQP-01-DESIGN QUALITY PLAN (1).doc,458-DQP-01-DESIGN QUALITY PLAN (1).doc,TempFiles,23-01-2023
1259,General,NewNfcDec.zip,D:\Downloads\NewNfcDec.zip,D:\Downloads\NewNfcDec.zip,NewNfcDec.zip,NewNfcDec.zip,TempFiles,23-01-2023
1262,General,ffmpeg-2023-01-22-git-9d5e66942c-full_build.7z,D:\Downloads\ffmpeg-2023-01-22-git-9d5e66942c-full_build.7z,D:\Downloads\ffmpeg-2023-01-22-git-9d5e66942c-full_build.7z,ffmpeg-2023-01-22-git-9d5e66942c-full_build.7z,ffmpeg-2023-01-22-git-9d5e66942c-full_build.7z,TempFiles,24-01-2023
1263,General,7z2201-x64.exe,D:\Downloads\7z2201-x64.exe,D:\Downloads\7z2201-x64.exe,7z2201-x64.exe,7z2201-x64.exe,TempFiles,24-01-2023
1264,General,iOrbit-Health_Patch_SoW v1.3_TK.docx,D:\Downloads\iOrbit-Health_Patch_SoW v1.3_TK.docx,D:\Downloads\iOrbit-Health_Patch_SoW v1.3_TK.docx,iOrbit-Health_Patch_SoW v1.3_TK.docx,iOrbit-Health_Patch_SoW v1.3_TK.docx,TempFiles,24-01-2023
1265,General,iOrbit-Health_Patch_SoW v1.3_TK-BMJO.docx,\Documents\iOrbit-Health_Patch_SoW v1.3_TK-BMJO.docx,D:\DBX\LocalDocFolder\Documents\iOrbit-Health_Patch_SoW v1.3_TK-BMJO.docx,iOrbit-Health_Patch_SoW v1.3_TK-BMJO.docx,iOrbit-Health_Patch_SoW v1.3_TK-BMJO.docx,TempFiles,24-01-2023
1266,General,Babitha Resume  december 2022.pdf,\Documents\Babitha Resume  december 2022.pdf,D:\DBX\LocalDocFolder\Documents\Babitha Resume  december 2022.pdf,Babitha Resume  december 2022.pdf,Babitha Resume  december 2022.pdf,TempFiles,24-01-2023
1268,General,TeamsSetupx64_s_8DAFE1AAA55437F-1-0_c_w_.exe,D:\Downloads\TeamsSetupx64_s_8DAFE1AAA55437F-1-0_c_w_.exe,D:\Downloads\TeamsSetupx64_s_8DAFE1AAA55437F-1-0_c_w_.exe,TeamsSetupx64_s_8DAFE1AAA55437F-1-0_c_w_.exe,TeamsSetupx64_s_8DAFE1AAA55437F-1-0_c_w_.exe,TempFiles,24-01-2023
1273,General,screen_recording.avi,D:\Downloads\screen_recording.avi,D:\Downloads\screen_recording.avi,screen_recording.avi,screen_recording.avi,TempFiles,25-01-2023
1274,General,screen_recording12.avi,D:\Downloads\screen_recording12.avi,D:\Downloads\screen_recording12.avi,screen_recording12.avi,screen_recording12.avi,TempFiles,25-01-2023
1275,General,screen_recording24.avi,D:\Downloads\screen_recording24.avi,D:\Downloads\screen_recording24.avi,screen_recording24.avi,screen_recording24.avi,TempFiles,25-01-2023
1276,General,combined_recording123344.avi,D:\Downloads\combined_recording123344.avi,D:\Downloads\combined_recording123344.avi,combined_recording123344.avi,combined_recording123344.avi,TempFiles,25-01-2023
1277,General,combined_recording12345.avi,D:\Downloads\combined_recording12345.avi,D:\Downloads\combined_recording12345.avi,combined_recording12345.avi,combined_recording12345.avi,TempFiles,25-01-2023
1280,General,NEERS General Meeting-2023-1-25-638102439592037186.docx,D:\Downloads\NEERS General Meeting-2023-1-25-638102439592037186.docx,D:\Downloads\NEERS General Meeting-2023-1-25-638102439592037186.docx,NEERS General Meeting-2023-1-25-638102439592037186.docx,NEERS General Meeting-2023-1-25-638102439592037186.docx,TempFiles,25-01-2023
1282,General,pycharm-community-2022.3.1.exe,D:\Downloads\pycharm-community-2022.3.1.exe,D:\Downloads\pycharm-community-2022.3.1.exe,pycharm-community-2022.3.1.exe,pycharm-community-2022.3.1.exe,TempFiles,25-01-2023
1283,General,meeting_minutes.zip,D:\Downloads\meeting_minutes.zip,D:\Downloads\meeting_minutes.zip,meeting_minutes.zip,meeting_minutes.zip,TempFiles,25-01-2023
1292,General,Transcribed Heslth aptch.txt,D:\Downloads\Transcribed Heslth aptch.txt,D:\Downloads\Transcribed Heslth aptch.txt,Transcribed Heslth aptch.txt,Transcribed Heslth aptch.txt,TempFiles,26-01-2023
1293,General,sibel weekly Meting points.txt,D:\Downloads\sibel weekly Meting points.txt,D:\Downloads\sibel weekly Meting points.txt,sibel weekly Meting points.txt,sibel weekly Meting points.txt,TempFiles,26-01-2023
1294,General,summary-sibel.txt,D:\Downloads\summary-sibel.txt,D:\Downloads\summary-sibel.txt,summary-sibel.txt,summary-sibel.txt,TempFiles,26-01-2023
1295,General,actionsibel.txt,D:\Downloads\actionsibel.txt,D:\Downloads\actionsibel.txt,actionsibel.txt,actionsibel.txt,TempFiles,26-01-2023
1297,General,NEERS_HARDWARE_TEST_REPORT_v1p1.docx,D:\Downloads\NEERS_HARDWARE_TEST_REPORT_v1p1.docx,D:\Downloads\NEERS_HARDWARE_TEST_REPORT_v1p1.docx,NEERS_HARDWARE_TEST_REPORT_v1p1.docx,NEERS_HARDWARE_TEST_REPORT_v1p1.docx,TempFiles,27-01-2023
1303,General,NEERS_Stimulator_current_test_results (1).xlsx,D:\Downloads\NEERS_Stimulator_current_test_results (1).xlsx,D:\Downloads\NEERS_Stimulator_current_test_results (1).xlsx,NEERS_Stimulator_current_test_results (1).xlsx,NEERS_Stimulator_current_test_results (1).xlsx,TempFiles,27-01-2023
1305,General,NEERS_Stimulator_Testing_Video.mp4,D:\Downloads\NEERS_Stimulator_Testing_Video.mp4,D:\Downloads\NEERS_Stimulator_Testing_Video.mp4,NEERS_Stimulator_Testing_Video.mp4,NEERS_Stimulator_Testing_Video.mp4,TempFiles,27-01-2023
1313,General,NEERS General Meeting-2023-1-25-638102439592037186 (1).docx,D:\Downloads\NEERS General Meeting-2023-1-25-638102439592037186 (1).docx,D:\Downloads\NEERS General Meeting-2023-1-25-638102439592037186 (1).docx,NEERS General Meeting-2023-1-25-638102439592037186 (1).docx,NEERS General Meeting-2023-1-25-638102439592037186 (1).docx,TempFiles,30-01-2023
1314,General,Weekly Meeting -2022-10-12-638011899745498375.docx,D:\Downloads\Weekly Meeting -2022-10-12-638011899745498375.docx,D:\Downloads\Weekly Meeting -2022-10-12-638011899745498375.docx,Weekly Meeting -2022-10-12-638011899745498375.docx,Weekly Meeting -2022-10-12-638011899745498375.docx,TempFiles,30-01-2023
1316,General,SW Architecture General Meeting -2023-1-30-638106880867498234.docx,D:\Downloads\SW Architecture General Meeting -2023-1-30-638106880867498234.docx,D:\Downloads\SW Architecture General Meeting -2023-1-30-638106880867498234.docx,SW Architecture General Meeting -2023-1-30-638106880867498234.docx,SW Architecture General Meeting -2023-1-30-638106880867498234.docx,TempFiles,30-01-2023
1327,General,Internal Weekly Meeting -2023-1-31-638107615690305807.docx,D:\Downloads\Internal Weekly Meeting -2023-1-31-638107615690305807.docx,D:\Downloads\Internal Weekly Meeting -2023-1-31-638107615690305807.docx,Internal Weekly Meeting -2023-1-31-638107615690305807.docx,Internal Weekly Meeting -2023-1-31-638107615690305807.docx,TempFiles,31-01-2023
1337,General,DB.Browser.for.SQLite-3.12.2-win64.msi,D:\Downloads\DB.Browser.for.SQLite-3.12.2-win64.msi,D:\Downloads\DB.Browser.for.SQLite-3.12.2-win64.msi,DB.Browser.for.SQLite-3.12.2-win64.msi,DB.Browser.for.SQLite-3.12.2-win64.msi,TempFiles,01-02-2023
1340,General,Postman-win64-Setup.exe,D:\Downloads\Postman-win64-Setup.exe,D:\Downloads\Postman-win64-Setup.exe,Postman-win64-Setup.exe,Postman-win64-Setup.exe,TempFiles,01-02-2023
1358,General,Internal Weekly Meeting -2023-1-31-638107615690305807 (1).docx,D:\Downloads\Internal Weekly Meeting -2023-1-31-638107615690305807 (1).docx,D:\Downloads\Internal Weekly Meeting -2023-1-31-638107615690305807 (1).docx,Internal Weekly Meeting -2023-1-31-638107615690305807 (1).docx,Internal Weekly Meeting -2023-1-31-638107615690305807 (1).docx,TempFiles,02-02-2023
1359,General,tf16392567_win32.dotx,D:\Downloads\tf16392567_win32.dotx,D:\Downloads\tf16392567_win32.dotx,tf16392567_win32.dotx,tf16392567_win32.dotx,TempFiles,02-02-2023
1366,General,Log,D:\Downloads\Log,D:\Downloads\Log,Log,Log,TempFiles,04-02-2023
1368,General,07-02-2023.docx,D:\Downloads\07-02-2023.docx,D:\Downloads\07-02-2023.docx,07-02-2023.docx,07-02-2023.docx,TempFiles,07-02-2023
1386,General,raw_chest_cj116_1675859456_0.shrd,D:\Downloads\raw_chest_cj116_1675859456_0.shrd,D:\Downloads\raw_chest_cj116_1675859456_0.shrd,raw_chest_cj116_1675859456_0.shrd,raw_chest_cj116_1675859456_0.shrd,TempFiles,09-02-2023
1389,General,NEERS_HARDWARE_TEST_REPORT_v1p1 (1).pdf,D:\Downloads\NEERS_HARDWARE_TEST_REPORT_v1p1 (1).pdf,D:\Downloads\NEERS_HARDWARE_TEST_REPORT_v1p1 (1).pdf,NEERS_HARDWARE_TEST_REPORT_v1p1 (1).pdf,NEERS_HARDWARE_TEST_REPORT_v1p1 (1).pdf,TempFiles,10-02-2023
1390,General,NEERS_Stimulator_current_test_results (2).xlsx,D:\Downloads\NEERS_Stimulator_current_test_results (2).xlsx,D:\Downloads\NEERS_Stimulator_current_test_results (2).xlsx,NEERS_Stimulator_current_test_results (2).xlsx,NEERS_Stimulator_current_test_results (2).xlsx,TempFiles,10-02-2023
1396,General,app-debug.apk.zip,D:\Downloads\app-debug.apk.zip,D:\Downloads\app-debug.apk.zip,app-debug.apk.zip,app-debug.apk.zip,TempFiles,10-02-2023
1400,General,tabswitching.avi,D:\Downloads\tabswitching.avi,D:\Downloads\tabswitching.avi,tabswitching.avi,tabswitching.avi,TempFiles,10-02-2023
1402,General,digital_bd.pptx,D:\Downloads\digital_bd.pptx,D:\Downloads\digital_bd.pptx,digital_bd.pptx,digital_bd.pptx,TempFiles,10-02-2023
1403,General,app-debug.apk (1).zip,D:\Downloads\app-debug.apk (1).zip,D:\Downloads\app-debug.apk (1).zip,app-debug.apk (1).zip,app-debug.apk (1).zip,TempFiles,11-02-2023
1407,General,Digitaltwin open ai.txt,D:\Downloads\Digitaltwin open ai.txt,D:\Downloads\Digitaltwin open ai.txt,Digitaltwin open ai.txt,Digitaltwin open ai.txt,TempFiles,11-02-2023
1419,General,iOrbit.pptx,D:\Downloads\iOrbit.pptx,D:\Downloads\iOrbit.pptx,iOrbit.pptx,iOrbit.pptx,TempFiles,13-02-2023
1424,General,file list.csv,D:\Downloads\file list.csv,D:\Downloads\file list.csv,file list.csv,file list.csv,TempFiles,15-02-2023
1429,General,NEERS Changes.docx,D:\Downloads\NEERS Changes.docx,D:\Downloads\NEERS Changes.docx,NEERS Changes.docx,NEERS Changes.docx,TempFiles,15-02-2023
1430,General,python-3.10.10-amd64.exe,D:\Downloads\python-3.10.10-amd64.exe,D:\Downloads\python-3.10.10-amd64.exe,python-3.10.10-amd64.exe,python-3.10.10-amd64.exe,TempFiles,15-02-2023
1431,General,Git-2.39.2-64-bit.exe,D:\Downloads\Git-2.39.2-64-bit.exe,D:\Downloads\Git-2.39.2-64-bit.exe,Git-2.39.2-64-bit.exe,Git-2.39.2-64-bit.exe,TempFiles,15-02-2023
1434,General,WhatsApp Video 2023-02-16 at 17.04.03.mp4,D:\Downloads\WhatsApp Video 2023-02-16 at 17.04.03.mp4,D:\Downloads\WhatsApp Video 2023-02-16 at 17.04.03.mp4,WhatsApp Video 2023-02-16 at 17.04.03.mp4,WhatsApp Video 2023-02-16 at 17.04.03.mp4,TempFiles,16-02-2023
1435,General,WhatsApp Video 2023-02-16 at 17.04.04.mp4,D:\Downloads\WhatsApp Video 2023-02-16 at 17.04.04.mp4,D:\Downloads\WhatsApp Video 2023-02-16 at 17.04.04.mp4,WhatsApp Video 2023-02-16 at 17.04.04.mp4,WhatsApp Video 2023-02-16 at 17.04.04.mp4,TempFiles,16-02-2023
1437,General,AccelData.txt,D:\Downloads\AccelData.txt,D:\Downloads\AccelData.txt,AccelData.txt,AccelData.txt,TempFiles,17-02-2023
1439,General,AccelData - Copy.txt,D:\Downloads\AccelData - Copy.txt,D:\Downloads\AccelData - Copy.txt,AccelData - Copy.txt,AccelData - Copy.txt,TempFiles,20-02-2023
1450,General,FEDERICO PONENTE_PhD_THESIS.pdf,D:\Downloads\FEDERICO PONENTE_PhD_THESIS.pdf,D:\Downloads\FEDERICO PONENTE_PhD_THESIS.pdf,FEDERICO PONENTE_PhD_THESIS.pdf,FEDERICO PONENTE_PhD_THESIS.pdf,TempFiles,21-02-2023
1455,General,Embeded Resumes.zip,D:\Downloads\Embeded Resumes.zip,D:\Downloads\Embeded Resumes.zip,Embeded Resumes.zip,Embeded Resumes.zip,TempFiles,21-02-2023
1456,General,Advances_in_non-invasive_blood_pressure_measuremen.pdf,D:\Downloads\Advances_in_non-invasive_blood_pressure_measuremen.pdf,D:\Downloads\Advances_in_non-invasive_blood_pressure_measuremen.pdf,Advances_in_non-invasive_blood_pressure_measuremen.pdf,Advances_in_non-invasive_blood_pressure_measuremen.pdf,TempFiles,21-02-2023
1457,General,Left-The-difference-between-pulse-transit-time-PTT-and-pulse-arrival-time-PAT-PTT.ppm,D:\Downloads\Left-The-difference-between-pulse-transit-time-PTT-and-pulse-arrival-time-PAT-PTT.ppm,D:\Downloads\Left-The-difference-between-pulse-transit-time-PTT-and-pulse-arrival-time-PAT-PTT.ppm,Left-The-difference-between-pulse-transit-time-PTT-and-pulse-arrival-time-PAT-PTT.ppm,Left-The-difference-between-pulse-transit-time-PTT-and-pulse-arrival-time-PAT-PTT.ppm,TempFiles,21-02-2023
1464,General,Wave.zip,D:\Downloads\Wave.zip,D:\Downloads\Wave.zip,Wave.zip,Wave.zip,TempFiles,21-02-2023
1468,General,bin2hex.exe,D:\Downloads\bin2hex.exe,D:\Downloads\bin2hex.exe,bin2hex.exe,bin2hex.exe,TempFiles,21-02-2023
1471,General,Umesh.resume.pdf,D:\Downloads\Umesh.resume.pdf,D:\Downloads\Umesh.resume.pdf,Umesh.resume.pdf,Umesh.resume.pdf,TempFiles,22-02-2023
1480,General,ARUN_RESUME.zip,D:\Downloads\ARUN_RESUME.zip,D:\Downloads\ARUN_RESUME.zip,ARUN_RESUME.zip,ARUN_RESUME.zip,TempFiles,22-02-2023
1488,General,sandeepmail.avi,D:\Downloads\sandeepmail.avi,D:\Downloads\sandeepmail.avi,sandeepmail.avi,sandeepmail.avi,TempFiles,23-02-2023
1492,General,20230223_185301.mp4,D:\Downloads\20230223_185301.mp4,D:\Downloads\20230223_185301.mp4,20230223_185301.mp4,20230223_185301.mp4,TempFiles,23-02-2023
1495,General,C# class for Google API authentication.mhtml,D:\Downloads\C# class for Google API authentication.mhtml,D:\Downloads\C# class for Google API authentication.mhtml,C# class for Google API authentication.mhtml,C# class for Google API authentication.mhtml,TempFiles,25-02-2023
1496,General,ESP32 accepts AT commands.mhtml,D:\Downloads\ESP32 accepts AT commands.mhtml,D:\Downloads\ESP32 accepts AT commands.mhtml,ESP32 accepts AT commands.mhtml,ESP32 accepts AT commands.mhtml,TempFiles,25-02-2023
1497,General,C# Log Writing..mhtml,D:\Downloads\C# Log Writing..mhtml,D:\Downloads\C# Log Writing..mhtml,C# Log Writing..mhtml,C# Log Writing..mhtml,TempFiles,25-02-2023
1498,General,Code review_ Function checkForAlarm().mhtml,D:\Downloads\Code review_ Function checkForAlarm().mhtml,D:\Downloads\Code review_ Function checkForAlarm().mhtml,Code review_ Function checkForAlarm().mhtml,Code review_ Function checkForAlarm().mhtml,TempFiles,25-02-2023
1499,General,New Staff Member Joins..mhtml,D:\Downloads\New Staff Member Joins..mhtml,D:\Downloads\New Staff Member Joins..mhtml,New Staff Member Joins..mhtml,New Staff Member Joins..mhtml,TempFiles,25-02-2023
1500,General,Network Engineer Recruitment.mhtml,D:\Downloads\Network Engineer Recruitment.mhtml,D:\Downloads\Network Engineer Recruitment.mhtml,Network Engineer Recruitment.mhtml,Network Engineer Recruitment.mhtml,TempFiles,25-02-2023
1501,General,PTT Challenges and Advances.mhtml,D:\Downloads\PTT Challenges and Advances.mhtml,D:\Downloads\PTT Challenges and Advances.mhtml,PTT Challenges and Advances.mhtml,PTT Challenges and Advances.mhtml,TempFiles,25-02-2023
1502,General,HL7 .mhtml,D:\Downloads\HL7 .mhtml,D:\Downloads\HL7 .mhtml,HL7 .mhtml,HL7 .mhtml,TempFiles,25-02-2023
1503,General,Salmons Online Fish Store.mhtml,D:\Downloads\Salmons Online Fish Store.mhtml,D:\Downloads\Salmons Online Fish Store.mhtml,Salmons Online Fish Store.mhtml,Salmons Online Fish Store.mhtml,TempFiles,25-02-2023
1504,General,JavaSetup8u361.exe,D:\Downloads\JavaSetup8u361.exe,D:\Downloads\JavaSetup8u361.exe,JavaSetup8u361.exe,JavaSetup8u361.exe,TempFiles,27-02-2023
1505,General,jdk-19_windows-x64_bin.exe,D:\Downloads\jdk-19_windows-x64_bin.exe,D:\Downloads\jdk-19_windows-x64_bin.exe,jdk-19_windows-x64_bin.exe,jdk-19_windows-x64_bin.exe,TempFiles,27-02-2023
1506,General,jdk-8u361-windows-x64.exe,D:\Downloads\jdk-8u361-windows-x64.exe,D:\Downloads\jdk-8u361-windows-x64.exe,jdk-8u361-windows-x64.exe,jdk-8u361-windows-x64.exe,TempFiles,27-02-2023
1507,General,Apache-NetBeans-17-bin-windows-x64.exe,D:\Downloads\Apache-NetBeans-17-bin-windows-x64.exe,D:\Downloads\Apache-NetBeans-17-bin-windows-x64.exe,Apache-NetBeans-17-bin-windows-x64.exe,Apache-NetBeans-17-bin-windows-x64.exe,TempFiles,27-02-2023
1508,General,gdrivecred.json,D:\Downloads\gdrivecred.json,D:\Downloads\gdrivecred.json,gdrivecred.json,gdrivecred.json,TempFiles,27-02-2023
1512,General,Modify a function..mhtml,D:\Downloads\Modify a function..mhtml,D:\Downloads\Modify a function..mhtml,Modify a function..mhtml,Modify a function..mhtml,TempFiles,28-02-2023
1513,General,jremy.avi,D:\Downloads\jremy.avi,D:\Downloads\jremy.avi,jremy.avi,jremy.avi,TempFiles,28-02-2023
1515,General,iOrbit (1).pptx,D:\Downloads\iOrbit (1).pptx,D:\Downloads\iOrbit (1).pptx,iOrbit (1).pptx,iOrbit (1).pptx,TempFiles,01-03-2023
1517,General,Docking Station Requirements v1.0.docx,D:\Downloads\Docking Station Requirements v1.0.docx,D:\Downloads\Docking Station Requirements v1.0.docx,Docking Station Requirements v1.0.docx,Docking Station Requirements v1.0.docx,TempFiles,01-03-2023
1525,General,AnyDesk (1).exe,D:\Downloads\AnyDesk (1).exe,D:\Downloads\AnyDesk (1).exe,AnyDesk (1).exe,AnyDesk (1).exe,TempFiles,02-03-2023
1526,General,AnyDesk (2).exe,D:\Downloads\AnyDesk (2).exe,D:\Downloads\AnyDesk (2).exe,AnyDesk (2).exe,AnyDesk (2).exe,TempFiles,02-03-2023
1531,General,Screencast from 02-03-23 02_29_37 PM IST.webm,D:\Downloads\Screencast from 02-03-23 02_29_37 PM IST.webm,D:\Downloads\Screencast from 02-03-23 02_29_37 PM IST.webm,Screencast from 02-03-23 02_29_37 PM IST.webm,Screencast from 02-03-23 02_29_37 PM IST.webm,TempFiles,02-03-2023
1532,General,Screencast from 02-03-23 02_29_37 PM IST (1).webm,D:\Downloads\Screencast from 02-03-23 02_29_37 PM IST (1).webm,D:\Downloads\Screencast from 02-03-23 02_29_37 PM IST (1).webm,Screencast from 02-03-23 02_29_37 PM IST (1).webm,Screencast from 02-03-23 02_29_37 PM IST (1).webm,TempFiles,02-03-2023
1537,General,spacelab-uiTestingApp-main.zip,D:\Downloads\spacelab-uiTestingApp-main.zip,D:\Downloads\spacelab-uiTestingApp-main.zip,spacelab-uiTestingApp-main.zip,spacelab-uiTestingApp-main.zip,TempFiles,03-03-2023
1544,General,WpfApp1.zip,D:\Downloads\WpfApp1.zip,D:\Downloads\WpfApp1.zip,WpfApp1.zip,WpfApp1.zip,TempFiles,04-03-2023
1545,General,2 _block schematic.docx,D:\Downloads\2 _block schematic.docx,D:\Downloads\2 _block schematic.docx,2 _block schematic.docx,2 _block schematic.docx,TempFiles,04-03-2023
1546,General,Embedded_hackethon.ino,D:\Downloads\Embedded_hackethon.ino,D:\Downloads\Embedded_hackethon.ino,Embedded_hackethon.ino,Embedded_hackethon.ino,TempFiles,04-03-2023
1547,General,Embedded_hackethon.txt,D:\Downloads\Embedded_hackethon.txt,D:\Downloads\Embedded_hackethon.txt,Embedded_hackethon.txt,Embedded_hackethon.txt,TempFiles,04-03-2023
1548,General,BPL-Desktop App UI_v1.2.xd,D:\Downloads\BPL-Desktop App UI_v1.2.xd,D:\Downloads\BPL-Desktop App UI_v1.2.xd,BPL-Desktop App UI_v1.2.xd,BPL-Desktop App UI_v1.2.xd,TempFiles,06-03-2023
1549,General,BPL-Desktop App UI_v1.2.mp4,D:\Downloads\BPL-Desktop App UI_v1.2.mp4,D:\Downloads\BPL-Desktop App UI_v1.2.mp4,BPL-Desktop App UI_v1.2.mp4,BPL-Desktop App UI_v1.2.mp4,TempFiles,06-03-2023
1554,General,"smart,document.odt","D:\Downloads\smart,document.odt","D:\Downloads\smart,document.odt","smart,document.odt","smart,document.odt",TempFiles,06-03-2023
